track|artist|album|year
We'll Be Together Again|Gene Ammons, Sonny Stitt|Blues Up & Down / Boss Tenors & Dig Him!|2012
A Mess|Gene Ammons, Sonny Stitt|Blues Up & Down / Boss Tenors & Dig Him!|2012
New Blues Up & Down|Gene Ammons, Sonny Stitt|Blues Up & Down / Boss Tenors & Dig Him!|2012
My Foolish Heart|Gene Ammons, Sonny Stitt|Blues Up & Down / Boss Tenors & Dig Him!|2012
Headin' West (Water Jug)|Gene Ammons, Sonny Stitt|Blues Up & Down / Boss Tenors & Dig Him!|2012
Autumn Leaves|Gene Ammons, Sonny Stitt|Blues Up & Down / Boss Tenors & Dig Him!|2012
Time on My Hands|Gene Ammons, Sonny Stitt|Blues Up & Down / Boss Tenors & Dig Him!|2012
Rearin' Back|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
We|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
Little Girl Blue|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
Cut Plug|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
Queen|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
Carpsie's Groove|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
Bunny R.|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
Don't Get Around Much Anymore|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
I Let A Song Go Out Of My Heart|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
Do Nothin' 'Till You Hear From Me|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
C Jam Blues|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
Solitude|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
It Don't Mean A Thing (If It Ain't Got That Swing)|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
I'm Beginning To See The Light|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
Perdido|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
Sophisticated Lady|Sonny Stitt|Rearin' Back / Tribute To Ellington|2013
All Of Me|Sonny Stitt & Brother Jack McDuff|'Nuther Fu'ther + Soul Shack|2013
Pam Ain't Blue|Sonny Stitt & Brother Jack McDuff|'Nuther Fu'ther + Soul Shack|2013
Time After Time|Sonny Stitt & Brother Jack McDuff|'Nuther Fu'ther + Soul Shack|2013
Ringin' In|Sonny Stitt & Brother Jack McDuff|'Nuther Fu'ther + Soul Shack|2013
'Nuther Fu'ther|Sonny Stitt & Brother Jack McDuff|'Nuther Fu'ther + Soul Shack|2013
When Sonny Gets Blue|Sonny Stitt & Brother Jack McDuff|'Nuther Fu'ther + Soul Shack|2013
Thirty-Three, Ninety-SIx|Sonny Stitt & Brother Jack McDuff|'Nuther Fu'ther + Soul Shack|2013
Sunday|Sonny Stitt & Brother Jack McDuff|'Nuther Fu'ther + Soul Shack|2013
Soul Shack|Sonny Stitt & Brother Jack McDuff|'Nuther Fu'ther + Soul Shack|2013
Love Nest|Sonny Stitt & Brother Jack McDuff|'Nuther Fu'ther + Soul Shack|2013
Hairy|Sonny Stitt & Brother Jack McDuff|'Nuther Fu'ther + Soul Shack|2013
For You|Sonny Stitt & Brother Jack McDuff|'Nuther Fu'ther + Soul Shack|2013
Shadows|Sonny Stitt & Brother Jack McDuff|'Nuther Fu'ther + Soul Shack|2013
Walkin'|Gene Ammons, Sonny Stitt|Boss Tenors In Orbit! / Soul Summit|2013
Why Was I Born?|Gene Ammons, Sonny Stitt|Boss Tenors In Orbit! / Soul Summit|2013
Long Ago (And Far Away)|Gene Ammons, Sonny Stitt|Boss Tenors In Orbit! / Soul Summit|2013
John Brown's Body|Gene Ammons, Sonny Stitt|Boss Tenors In Orbit! / Soul Summit|2013
Bye, Bye Blackbird|Gene Ammons, Sonny Stitt|Boss Tenors In Orbit! / Soul Summit|2013
Tubby|Gene Ammons, Sonny Stitt|Boss Tenors In Orbit! / Soul Summit|2013
Dumplin'|Gene Ammons, Sonny Stitt|Boss Tenors In Orbit! / Soul Summit|2013
When You Wish Upon A Star|Gene Ammons, Sonny Stitt|Boss Tenors In Orbit! / Soul Summit|2013
Shuffle Twist|Gene Ammons, Sonny Stitt|Boss Tenors In Orbit! / Soul Summit|2013
Sleeping Susan|Gene Ammons, Sonny Stitt|Boss Tenors In Orbit! / Soul Summit|2013
Out In The Cold Again|Gene Ammons, Sonny Stitt|Boss Tenors In Orbit! / Soul Summit|2013
Love Walked InComposed By – George & Ira Gershwin|Stan Getz Featuring Dizzy Gillespie & Sonny Stitt|England 1958 / Chicago 1957|2014
We’ll Be Together AgainComposed By – Carl Fischer (2), Frankie Laine|Stan Getz Featuring Dizzy Gillespie & Sonny Stitt|England 1958 / Chicago 1957|2014
Taps MillerComposed By – Bob Russell, Buck Clayton, Count Basie|Stan Getz Featuring Dizzy Gillespie & Sonny Stitt|England 1958 / Chicago 1957|2014
That Old FeelingComposed By – Lew Brown, Sammy Fain|Stan Getz Featuring Dizzy Gillespie & Sonny Stitt|England 1958 / Chicago 1957|2014
It Never Entered My MindComposed By – Lorenz Hart, Richard Rodgers|Stan Getz Featuring Dizzy Gillespie & Sonny Stitt|England 1958 / Chicago 1957|2014
All God’s Children Got RhythmComposed By – Bronislaw Kaper, Gus Kahn, Walter Jurmann|Stan Getz Featuring Dizzy Gillespie & Sonny Stitt|England 1958 / Chicago 1957|2014
Now’s The TimeComposed By – Charlie Parker|Stan Getz Featuring Dizzy Gillespie & Sonny Stitt|England 1958 / Chicago 1957|2014
Autumn In New York [Stitt Feature]Composed By – Vernon Duke|Stan Getz Featuring Dizzy Gillespie & Sonny Stitt|England 1958 / Chicago 1957|2014
WeeComposed By – Denzil Best|Stan Getz Featuring Dizzy Gillespie & Sonny Stitt|England 1958 / Chicago 1957|2014
‘Round Midnight [Gillespie Feature]Composed By – Thelonious Monk|Stan Getz Featuring Dizzy Gillespie & Sonny Stitt|England 1958 / Chicago 1957|2014
Dear Old Stockholm [Getz Feature]Arranged By – Stan GetzComposed By – Traditional|Stan Getz Featuring Dizzy Gillespie & Sonny Stitt|England 1958 / Chicago 1957|2014
Easy To Love|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Easy Living|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Autumn In New York|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
You'd Be So Nice To Come Home To|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
For Some Friends|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
I Never Knew|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Between The Devil And The Deep Blue Sea|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
East Of The Sun (West Of The Moon)|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Original|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Avalon|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Blues Greasy|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
On The Sunny Side Of The Street|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
The Eternal Triangle|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
After Hours|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
I Know That You Know|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Be-Bop|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
We|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Dark Eyes|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Lover Come Back To Me|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
I Can't Give You Anything But Love|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Au Privave|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
The Gypsy|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
I'll Remember April|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Scrapple From The Apple|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Moten Swing|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Blues For Pres, Sweets, Ben & All The Other Funky Ones|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Easy Does It|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Angel Eyes|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
It All Depends On You|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Stormy Thursday|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Embracable You|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
It Could Happen To You|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
But Not For Me|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Memories Of You|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
I Cried For You|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Bright As Snow|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Spinning|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Blues Up And Down|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Counter Clockwise|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
There Is No Greater Love|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
The One Before This|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Autumn Leaves|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Long Ago And Far Away|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Walkin'|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Why Was I Born?|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
John Brown's Body|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Bye Bye Blackbird|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Surfin'|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Lester Leaps In|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Estralita|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Please Don't Talk About Me When I'm Gone|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Touchy|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Never ----SH!|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
My Mother's Eyes|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
I'm Getting Sentimental Over You|Sonny Stitt|The Classic Albums Collection 1957-1963|2017
Scrapple From The Apple|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
Wee|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
Bernie’s Tune|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
How High The Moon|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
Walkin'|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
Groovin' High|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
Bernie’s Tune (Take 1)|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
Bernie’s Tune (Take 2)|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
Wee (Take 1)|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
Groovin' High (Alternate Take)|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
Atlas Blues|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
Lester Leaps In|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
Autumn In New York|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
My Funny Valentine|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
Lover Man|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
Imagination|Art Pepper, Sonny Stitt|"Art Pepper Presents ""West Coast Sessions!"" Volume 1: Sonny Stitt"|2017
Slave Maidens|Sonny Stitt|The Latin Sides|2017
Baion Baby|Sonny Stitt|The Latin Sides|2017
Estrellita|Sonny Stitt|The Latin Sides|2017
Blue Blood Ritual|Sonny Stitt|The Latin Sides|2017
Island Shout|Sonny Stitt|The Latin Sides|2017
Barefoot Ball|Sonny Stitt|The Latin Sides|2017
Are You Listening ?|Sonny Stitt|The Latin Sides|2017
Amigos|Sonny Stitt|The Latin Sides|2017
My Little Suede Shoes|Sonny Stitt|The Latin Sides|2017
Ritmo Bobo|Sonny Stitt|The Latin Sides|2017
I Told You So|Sonny Stitt|The Latin Sides|2017
Chic|Sonny Stitt|The Latin Sides|2017
Señor Jones|Sonny Stitt|The Latin Sides|2017
Autumn Leaves|Sonny Stitt|The Latin Sides|2017
They Say It's Wonderful|Sonny Stitt|Lone Wolf: The Roost Alternates|2019
Why Do I Love You|Sonny Stitt|Lone Wolf: The Roost Alternates|2019
Symphony Hall Swing|Sonny Stitt|Lone Wolf: The Roost Alternates|2019
Sonny's Bunny|Sonny Stitt|Lone Wolf: The Roost Alternates|2019
The Nearness Of You|Sonny Stitt|Lone Wolf: The Roost Alternates|2019
If I Should Lose You|Sonny Stitt|Lone Wolf: The Roost Alternates|2019
Sweet Georgia Brown|Sonny Stitt|Lone Wolf: The Roost Alternates|2019
Blues For Yard|Sonny Stitt|Lone Wolf: The Roost Alternates|2019
Harlem Nocturne|Sonny Stitt|Lone Wolf: The Roost Alternates|2019
Engos, The Bloos|Sonny Stitt|Lone Wolf: The Roost Alternates|2019
People Will Say We're In Love|Sonny Stitt|Lone Wolf: The Roost Alternates|2019
It Might As Well Be Spring|Sonny Stitt|Lone Wolf: The Roost Alternates|2019
My Melancholy Baby|Dizzy Gillespie Featuring Charlie Parker with Sonny Stitt, Al Haig and Milt Jackson|The Small Groups 1945-1946 Original Recordings|Unknown
On The Alamo|Dizzy Gillespie Featuring Charlie Parker with Sonny Stitt, Al Haig and Milt Jackson|The Small Groups 1945-1946 Original Recordings|Unknown
Cherokee|Dizzy Gillespie Featuring Charlie Parker with Sonny Stitt, Al Haig and Milt Jackson|The Small Groups 1945-1946 Original Recordings|Unknown
Blue 'n' Boogie|Dizzy Gillespie Featuring Charlie Parker with Sonny Stitt, Al Haig and Milt Jackson|The Small Groups 1945-1946 Original Recordings|Unknown
One Bass Hit #1|Dizzy Gillespie Featuring Charlie Parker with Sonny Stitt, Al Haig and Milt Jackson|The Small Groups 1945-1946 Original Recordings|Unknown
Oo Bop Sh'bam|Dizzy Gillespie Featuring Charlie Parker with Sonny Stitt, Al Haig and Milt Jackson|The Small Groups 1945-1946 Original Recordings|Unknown
A Handfulla Gimme|Dizzy Gillespie Featuring Charlie Parker with Sonny Stitt, Al Haig and Milt Jackson|The Small Groups 1945-1946 Original Recordings|Unknown
That's Earl Brother|Dizzy Gillespie Featuring Charlie Parker with Sonny Stitt, Al Haig and Milt Jackson|The Small Groups 1945-1946 Original Recordings|Unknown
Groovin' High|Dizzy Gillespie Featuring Charlie Parker with Sonny Stitt, Al Haig and Milt Jackson|The Small Groups 1945-1946 Original Recordings|Unknown
All The Things You Are|Dizzy Gillespie Featuring Charlie Parker with Sonny Stitt, Al Haig and Milt Jackson|The Small Groups 1945-1946 Original Recordings|Unknown
Dizzy Atmosphere|Dizzy Gillespie Featuring Charlie Parker with Sonny Stitt, Al Haig and Milt Jackson|The Small Groups 1945-1946 Original Recordings|Unknown
Salt Peanuts|Dizzy Gillespie Featuring Charlie Parker with Sonny Stitt, Al Haig and Milt Jackson|The Small Groups 1945-1946 Original Recordings|Unknown
Shaw 'Nuff|Dizzy Gillespie Featuring Charlie Parker with Sonny Stitt, Al Haig and Milt Jackson|The Small Groups 1945-1946 Original Recordings|Unknown
Lover Man|Dizzy Gillespie Featuring Charlie Parker with Sonny Stitt, Al Haig and Milt Jackson|The Small Groups 1945-1946 Original Recordings|Unknown
Hot House|Dizzy Gillespie Featuring Charlie Parker with Sonny Stitt, Al Haig and Milt Jackson|The Small Groups 1945-1946 Original Recordings|Unknown
I Keep Coming Back For More|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
Manhattan Fever|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
I Will Wait For You|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
Lullabye Of Birdland|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
Swinging Shepherd Blues|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
Quintessence|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
Sunrise, Sunset|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
Maybe|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
Yellow Rose Of Texas|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
Angel Eyes|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
It All Depends On You|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
Stormy Thursday|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
It Could Happen To You|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
But Not For Me|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
Memories Of You|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
I Cried For You|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
Bright As Snow|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
Spinning|Sonny Stitt|The Two Sides Of Sonny Stitt|Unknown
Wheatleigh Hall|Dizzy Gillespie, Sonny Rollins & Sonny Stitt|Dizzy Gillespie With Sonny Rollins And Sonny Stitt|Unknown
Sumphin'|Dizzy Gillespie, Sonny Rollins & Sonny Stitt|Dizzy Gillespie With Sonny Rollins And Sonny Stitt|Unknown
Con Alma|Dizzy Gillespie, Sonny Rollins & Sonny Stitt|Dizzy Gillespie With Sonny Rollins And Sonny Stitt|Unknown
Haute Mon|Dizzy Gillespie, Sonny Rollins & Sonny Stitt|Dizzy Gillespie With Sonny Rollins And Sonny Stitt|Unknown
On The Sunny Side Of The Street|Dizzy Gillespie, Sonny Rollins & Sonny Stitt|Dizzy Gillespie With Sonny Rollins And Sonny Stitt|Unknown
The Eternal Triangle|Dizzy Gillespie, Sonny Rollins & Sonny Stitt|Dizzy Gillespie With Sonny Rollins And Sonny Stitt|Unknown
After Hours|Dizzy Gillespie, Sonny Rollins & Sonny Stitt|Dizzy Gillespie With Sonny Rollins And Sonny Stitt|Unknown
I Know That You Know|Dizzy Gillespie, Sonny Rollins & Sonny Stitt|Dizzy Gillespie With Sonny Rollins And Sonny Stitt|Unknown
Haley's Comet|Sonny Stitt, Gene Ammons, Al Cohn, Zoot Sims, Charlie Parker|The Vibes Are On|Unknown
Ah-More|Sonny Stitt, Gene Ammons, Al Cohn, Zoot Sims, Charlie Parker|The Vibes Are On|Unknown
Gone With The Wind|Sonny Stitt, Gene Ammons, Al Cohn, Zoot Sims, Charlie Parker|The Vibes Are On|Unknown
Just You, Just Me|Sonny Stitt, Gene Ammons, Al Cohn, Zoot Sims, Charlie Parker|The Vibes Are On|Unknown
Wa-hoo|Sonny Stitt, Gene Ammons, Al Cohn, Zoot Sims, Charlie Parker|The Vibes Are On|Unknown
I Can't Get Started|Sonny Stitt, Gene Ammons, Al Cohn, Zoot Sims, Charlie Parker|The Vibes Are On|Unknown
Wee (Allen's Alley)|Sonny Stitt, Gene Ammons, Al Cohn, Zoot Sims, Charlie Parker|The Vibes Are On|Unknown
Blues Up And Down|Sonny Stitt, Gene Ammons, Al Cohn, Zoot Sims, Charlie Parker|The Vibes Are On|Unknown
More Moon|Sonny Stitt, Gene Ammons, Al Cohn, Zoot Sims, Charlie Parker|The Vibes Are On|Unknown
After You've Gone|Sonny Stitt, Gene Ammons, Al Cohn, Zoot Sims, Charlie Parker|The Vibes Are On|Unknown
Ain't Misbehavin'|Sonny Stitt, Gene Ammons, Al Cohn, Zoot Sims, Charlie Parker|The Vibes Are On|Unknown
Jumping With Symphony Syd|Sonny Stitt, Gene Ammons, Al Cohn, Zoot Sims, Charlie Parker|The Vibes Are On|Unknown
What's New|Sonny Stitt, Gene Ammons, Al Cohn, Zoot Sims, Charlie Parker|The Vibes Are On|Unknown
Little Willie Leaps|Sonny Stitt, Gene Ammons, Al Cohn, Zoot Sims, Charlie Parker|The Vibes Are On|Unknown
The String|Sonny Stitt / Oscar Peterson|Sittin' In|Unknown
Cleveland Blues|Sonny Stitt / Oscar Peterson|Sittin' In|Unknown
B. W. Blues|Sonny Stitt / Oscar Peterson|Sittin' In|Unknown
Blues For Bags|Sonny Stitt / Oscar Peterson|Sittin' In|Unknown
I Can't Give You Anything But Love|Sonny Stitt / Oscar Peterson|Sittin' In|Unknown
Au Private|Sonny Stitt / Oscar Peterson|Sittin' In|Unknown
The Gypsy|Sonny Stitt / Oscar Peterson|Sittin' In|Unknown
I'll Remember April|Sonny Stitt / Oscar Peterson|Sittin' In|Unknown
Scrapple From The Apple|Sonny Stitt / Oscar Peterson|Sittin' In|Unknown
Moten's Swing|Sonny Stitt / Oscar Peterson|Sittin' In|Unknown
Blues For Pres, Sweets, Ben And All The Other Funky Ones|Sonny Stitt / Oscar Peterson|Sittin' In|Unknown
Easy Does It|Sonny Stitt / Oscar Peterson|Sittin' In|Unknown
Opus|Sonny Stitt|Stitt For Starters|Unknown
Loose Walk|Sonny Stitt|Stitt For Starters|Unknown
Pink Satin|Sonny Stitt|Stitt For Starters|Unknown
Sancho Panza|Sonny Stitt|Stitt For Starters|Unknown
Hooke's Tours|Sonny Stitt|Stitt For Starters|Unknown
Come Rain Or Come Shine|Sonny Stitt|Stitt For Starters|Unknown
If You Could See Me Now|Sonny Stitt|Stitt For Starters|Unknown
Love Walked In|Sonny Stitt|Stitt For Starters|Unknown
Lover|Sonny Stitt|Stitt For Starters|Unknown
Quince|Sonny Stitt|Stitt For Starters|Unknown
Stardust|Sonny Stitt|Stitt For Starters|Unknown
My Funny Valentine|Sonny Stitt|Stitt For Starters|Unknown
Sonny's Bunny|Sonny Stitt|Stitt For Starters|Unknown
Engo The Blues|Sonny Stitt|Stitt For Starters|Unknown
